"","gene","Expression_Score","Biology_Score","Druggability_Score","Complement_Evidence","Innate_Sensing_Evidence","Myeloid_Receptor_Evidence","Lupus_Evidence","Known_Target","AI_Target_Score","Target_Class","GWAS_Evidence","Novelty_Score","AI_Target_Score_v2"
"1237","SMNDC1",0.394856246119422,0,0,0,0,0,0,0,-0.203459097299998,"Other",0,0,-0.203459097299998
"1179","WDR43",0.392206742793563,0,0,0,0,0,0,0,-0.203540314852482,"Other",0,0,-0.203540314852482
"794","TRIM38",0.390668351784593,0,0,0,0,0,0,0,-0.203587472503236,"Other",0,0,-0.203587472503236
"1188","SOS2",0.388943302642182,0,0,0,0,0,0,0,-0.203640351949694,"Other",0,0,-0.203640351949694
"1063","ATP5H",0.387500448169132,0,0,0,0,0,0,0,-0.203684581035103,"Other",0,0,-0.203684581035103
"1181","SEC61A1",0.387119204067802,0,0,0,0,0,0,0,-0.203696267645385,"Other",0,0,-0.203696267645385
"834","FAM49B",0.386881506979478,0,0,0,0,0,0,0,-0.203703553983001,"Other",0,0,-0.203703553983001
"958","ATP5G3",0.386684886690117,0,0,0,0,0,0,0,-0.20370958115742,"Other",0,0,-0.20370958115742
"1255","PUF60",0.386652560683806,0,0,0,0,0,0,0,-0.203710572074883,"Other",0,0,-0.203710572074883
"1243","MOV10",0.384606391906932,0,0,0,0,0,0,0,-0.203773295083534,"Other",0,0,-0.203773295083534
"1223","CPT1A",0.383818443420336,0,0,0,0,0,0,0,-0.203797448760542,"Other",0,0,-0.203797448760542
"624","CLIC1",0.383082644191612,0,0,0,0,0,0,0,-0.203820003860546,"Other",0,0,-0.203820003860546
"948","TCF25",0.382947627154563,0,0,0,0,0,0,0,-0.203824142656367,"Other",0,0,-0.203824142656367
"815","ARHGAP30",0.382253622836423,0,0,0,0,0,0,0,-0.203845416580269,"Other",0,0,-0.203845416580269
"1155","MR1",0.381554750806239,0,0,0,0,0,0,0,-0.203866839718423,"Other",0,0,-0.203866839718423
"1319","ETF1",0.381304482667089,0,0,0,0,0,0,0,-0.203874511407501,"Other",0,0,-0.203874511407501
"1263","ATP5I",0.379651810560732,0,0,0,0,0,0,0,-0.203925172217105,"Other",0,0,-0.203925172217105
"1311","SNRNP27",0.379220232207177,0,0,0,0,0,0,0,-0.203938401767428,"Other",0,0,-0.203938401767428
"1246","SSH2",0.379171234793793,0,0,0,0,0,0,0,-0.203939903728175,"Other",0,0,-0.203939903728175
"1215","PATL1",0.37783899906169,0,0,0,0,0,0,0,-0.203980741920162,"Other",0,0,-0.203980741920162
"1313","YKT6",0.374069897980766,0,0,0,0,0,0,0,-0.204096279485965,"Other",0,0,-0.204096279485965
"972","LARP7",0.373985241025097,0,0,0,0,0,0,0,-0.204098874549981,"Other",0,0,-0.204098874549981
"1112","IRF8",0.3710952300537,0,0,0,0,0,0,0,-0.204187464594559,"Other",0,0,-0.204187464594559
"1058","BAZ2B",0.370246541656376,0,0,0,0,0,0,0,-0.204213480185398,"Other",0,0,-0.204213480185398
"1138","KRAS",0.370154090320402,0,0,0,0,0,0,0,-0.204216314177399,"Other",0,0,-0.204216314177399
"788","CAPZA1",0.369201356228447,0,0,0,0,0,0,0,-0.204245519172298,"Other",0,0,-0.204245519172298
"1040","NDUFA1",0.368396841818307,0,0,0,0,0,0,0,-0.20427018065911,"Other",0,0,-0.20427018065911
"1046","COPA",0.365425268614106,0,0,0,0,0,0,0,-0.204361270902446,"Other",0,0,-0.204361270902446
"1168","CALCOCO2",0.364219634609701,0,0,0,0,0,0,0,-0.204398228260481,"Other",0,0,-0.204398228260481
"1211","VPS28",0.363299000205778,0,0,0,0,0,0,0,-0.20442644927545,"Other",0,0,-0.20442644927545
"1307","FAM96B",0.359344771366104,0,0,0,0,0,0,0,-0.204547661725038,"Other",0,0,-0.204547661725038
"1334","BSG",0.359109191271515,0,0,0,0,0,0,0,-0.204554883168585,"Other",0,0,-0.204554883168585
"728","ACTR3",0.35873507763724,0,0,0,0,0,0,0,-0.204566351202397,"Other",0,0,-0.204566351202397
"561","ZFP36L1",0.357685686327491,0,0,0,0,0,0,0,-0.204598519115887,"Other",0,0,-0.204598519115887
"1200","WDFY1",0.357617786027929,0,0,0,0,0,0,0,-0.204600600523405,"Other",0,0,-0.204600600523405
"1039","REEP5",0.356675248161697,0,0,0,0,0,0,0,-0.204629492964442,"Other",0,0,-0.204629492964442
"1210","NDUFB5",0.355431744812103,0,0,0,0,0,0,0,-0.204667611164775,"Other",0,0,-0.204667611164775
"1187","ATP6V1A",0.355276742420216,0,0,0,0,0,0,0,-0.204672362589231,"Other",0,0,-0.204672362589231
"1028","RSAD2",0.354052388219933,0,0,0,0,0,0,0,-0.204709893793872,"Other",0,0,-0.204709893793872
"1219","HNRNPAB",0.352783702217869,0,0,0,0,0,0,0,-0.20474878394017,"Other",0,0,-0.20474878394017
"1104","LARP4B",0.351140522560688,0,0,0,0,0,0,0,-0.204799153769392,"Other",0,0,-0.204799153769392
"1201","GPI",0.350940032665616,0,0,0,0,0,0,0,-0.204805299562234,"Other",0,0,-0.204805299562234
"692","VIM",0.35063152791611,0,0,0,0,0,0,0,-0.204814756429278,"Other",0,0,-0.204814756429278
"1089","GPCPD1",0.349984439334876,0,0,0,0,0,0,0,-0.204834592203891,"Other",0,0,-0.204834592203891
"1191","RC3H1",0.349761156140186,0,0,0,0,0,0,0,-0.204841436699765,"Other",0,0,-0.204841436699765
"1275","ROMO1",0.34581266872786,0,0,0,0,0,0,0,-0.204962473152338,"Other",0,0,-0.204962473152338
"854","ARF1",0.344702592925985,0,0,0,0,0,0,0,-0.204996501280863,"Other",0,0,-0.204996501280863
"1316","GSK3A",0.343342298746061,0,0,0,0,0,0,0,-0.205038199573095,"Other",0,0,-0.205038199573095
"1173","AHCYL1",0.341536491301826,0,0,0,0,0,0,0,-0.205093554574709,"Other",0,0,-0.205093554574709
"1006","DDX21",0.339771728026414,0,0,0,0,0,0,0,-0.205147651413366,"Other",0,0,-0.205147651413366
"909","GNB1",0.338908090539002,0,0,0,0,0,0,0,-0.205174125251794,"Other",0,0,-0.205174125251794
"1169","WBP2",0.338901207712275,0,0,0,0,0,0,0,-0.205174336237126,"Other",0,0,-0.205174336237126
"1297","SZRD1",0.33841987463532,0,0,0,0,0,0,0,-0.205189090962685,"Other",0,0,-0.205189090962685
"673","JUND",0.336684416663069,0,0,0,0,0,0,0,-0.205242289480146,"Other",0,0,-0.205242289480146
"1272","TLE3",0.335791892672649,0,0,0,0,0,0,0,-0.205269648801921,"Other",0,0,-0.205269648801921
"1282","RPF1",0.335000937171011,0,0,0,0,0,0,0,-0.205293894655602,"Other",0,0,-0.205293894655602
"1221","CYB5R3",0.334434375894142,0,0,0,0,0,0,0,-0.205311261956028,"Other",0,0,-0.205311261956028
"1256","TMX1",0.333873619510558,0,0,0,0,0,0,0,-0.205328451313961,"Other",0,0,-0.205328451313961
"1175","ESF1",0.333605290377165,0,0,0,0,0,0,0,-0.205336676642559,"Other",0,0,-0.205336676642559
"1226","SERPINB1",0.332478599426242,0,0,0,0,0,0,0,-0.20537121408984,"Other",0,0,-0.20537121408984
"1274","TM2D1",0.330751908556856,0,0,0,0,0,0,0,-0.205424143861597,"Other",0,0,-0.205424143861597
"1147","RAP2A",0.33041345546159,0,0,0,0,0,0,0,-0.205434518761587,"Other",0,0,-0.205434518761587
"1126","DYNLRB1",0.329946702045883,0,0,0,0,0,0,0,-0.205448826563984,"Other",0,0,-0.205448826563984
"1305","IRAK1",0.328987213790275,0,0,0,0,0,0,0,-0.205478238600194,"Other",0,0,-0.205478238600194
"1308","EIF5A",0.326830003761144,0,0,0,0,0,0,0,-0.205544365453876,"Other",0,0,-0.205544365453876
"485","HSP90AA1",0.326055041689044,0,0,0,0,0,0,0,-0.205568121046915,"Other",0,0,-0.205568121046915
"1241","SKIL",0.325642597462033,0,0,0,0,0,0,0,-0.205580764062051,"Other",0,0,-0.205580764062051
"1195","SLC1A5",0.324857479230708,0,0,0,0,0,0,0,-0.205604830980759,"Other",0,0,-0.205604830980759
"1156","USP3",0.324377276423188,0,0,0,0,0,0,0,-0.205619551059176,"Other",0,0,-0.205619551059176
"1193","CYC1",0.323690811489679,0,0,0,0,0,0,0,-0.205640593871699,"Other",0,0,-0.205640593871699
"1154","SDHB",0.322975208032175,0,0,0,0,0,0,0,-0.20566252989299,"Other",0,0,-0.20566252989299
"1085","FOXN3",0.322926792535509,0,0,0,0,0,0,0,-0.205664014015733,"Other",0,0,-0.205664014015733
"1216","KIAA0247",0.322619114843245,0,0,0,0,0,0,0,-0.205673445530264,"Other",0,0,-0.205673445530264
"356","MT-RNR1",0.320521419922998,0,0,0,0,0,0,0,-0.205737748015042,"Other",0,0,-0.205737748015042
"850","CELF1",0.320479553599928,0,0,0,0,0,0,0,-0.205739031380214,"Other",0,0,-0.205739031380214
"1091","TPI1",0.319849879158822,0,0,0,0,0,0,0,-0.205758333343895,"Other",0,0,-0.205758333343895
"1354","ATP13A3",0.319112725841876,0,0,0,0,0,0,0,-0.205780929951955,"Other",0,0,-0.205780929951955
"1103","HDGF",0.318315222422347,0,0,0,0,0,0,0,-0.205805376524714,"Other",0,0,-0.205805376524714
"1130","CDC42EP3",0.316573508997411,0,0,0,0,0,0,0,-0.205858766796061,"Other",0,0,-0.205858766796061
"849","PFDN5",0.316553147052852,0,0,0,0,0,0,0,-0.205859390968631,"Other",0,0,-0.205859390968631
"1185","TAF10",0.316379892748747,0,0,0,0,0,0,0,-0.205864701884982,"Other",0,0,-0.205864701884982
"1096","RHBDF2",0.315263641509902,0,0,0,0,0,0,0,-0.205898919314601,"Other",0,0,-0.205898919314601
"1192","TBC1D9B",0.314868548041903,0,0,0,0,0,0,0,-0.205911030461682,"Other",0,0,-0.205911030461682
"858","SLC25A6",0.31481941134383,0,0,0,0,0,0,0,-0.205912536692045,"Other",0,0,-0.205912536692045
"845","PSMA7",0.314272429324542,0,0,0,0,0,0,0,-0.205929303812292,"Other",0,0,-0.205929303812292
"1010","CLTC",0.312021324326632,0,0,0,0,0,0,0,-0.205998308910919,"Other",0,0,-0.205998308910919
"986","PARP9",0.310593285825881,0,0,0,0,0,0,0,-0.206042083829317,"Other",0,0,-0.206042083829317
"1375","MIEN1",0.309376965332562,0,0,0,0,0,0,0,-0.206079368769682,"Other",0,0,-0.206079368769682
"1209","TXNDC12",0.309190637506771,0,0,0,0,0,0,0,-0.206085080440176,"Other",0,0,-0.206085080440176
"1296","TOR1AIP2",0.309054892727195,0,0,0,0,0,0,0,-0.206089241544128,"Other",0,0,-0.206089241544128
"1022","SPN",0.309015727514587,0,0,0,0,0,0,0,-0.206090442109789,"Other",0,0,-0.206090442109789
"1163","CCT6A",0.307847070190133,0,0,0,0,0,0,0,-0.206126265989177,"Other",0,0,-0.206126265989177
"1335","MVP",0.30704045526616,0,0,0,0,0,0,0,-0.206150991864885,"Other",0,0,-0.206150991864885
"1220","SHOC2",0.306919179882847,0,0,0,0,0,0,0,-0.206154709425724,"Other",0,0,-0.206154709425724
"1151","NABP1",0.306276304768644,0,0,0,0,0,0,0,-0.206174416041232,"Other",0,0,-0.206174416041232
"1196","DYNLL1",0.306100564461548,0,0,0,0,0,0,0,-0.206179803163216,"Other",0,0,-0.206179803163216
"1011","CANX",0.303068330999224,0,0,0,0,0,0,0,-0.206272752878722,"Other",0,0,-0.206272752878722
"1236","SEPW1",0.300318389479653,0,0,0,0,0,0,0,-0.206357049251371,"Other",0,0,-0.206357049251371
"1183","RAB3GAP1",0.300161323960254,0,0,0,0,0,0,0,-0.206361863918687,"Other",0,0,-0.206361863918687
"1213","AGFG1",0.299451285130331,0,0,0,0,0,0,0,-0.206383629362562,"Other",0,0,-0.206383629362562
"1204","GSAP",0.298829306225779,0,0,0,0,0,0,0,-0.206402695428202,"Other",0,0,-0.206402695428202
"1254","TSPAN3",0.298662974568903,0,0,0,0,0,0,0,-0.206407794138567,"Other",0,0,-0.206407794138567
"404","CFL1",0.298385338205037,0,0,0,0,0,0,0,-0.206416304769875,"Other",0,0,-0.206416304769875
"1212","HIF1A",0.297937257390599,0,0,0,0,0,0,0,-0.206430040184625,"Other",0,0,-0.206430040184625
"1326","PSMF1",0.297180170255462,0,0,0,0,0,0,0,-0.206453247841522,"Other",0,0,-0.206453247841522
"1361","SAP30BP",0.296165751770166,0,0,0,0,0,0,0,-0.206484343702307,"Other",0,0,-0.206484343702307
"1327","MARK2",0.295260302454912,0,0,0,0,0,0,0,-0.206512099235416,"Other",0,0,-0.206512099235416
"1280","MYO1G",0.294439287310162,0,0,0,0,0,0,0,-0.206537266533738,"Other",0,0,-0.206537266533738
"1128","CSNK2B",0.29403024455754,0,0,0,0,0,0,0,-0.206549805280493,"Other",0,0,-0.206549805280493
"1069","DNAJA1",0.29390279799962,0,0,0,0,0,0,0,-0.206553712011768,"Other",0,0,-0.206553712011768
"1161","NDFIP1",0.292075884837306,0,0,0,0,0,0,0,-0.206609713985495,"Other",0,0,-0.206609713985495
"1383","TSG101",0.291202257266268,0,0,0,0,0,0,0,-0.20663649405873,"Other",0,0,-0.20663649405873
"739","IQGAP1",0.29056148948648,0,0,0,0,0,0,0,-0.206656136076264,"Other",0,0,-0.206656136076264
"580","LCP1",0.290269956339666,0,0,0,0,0,0,0,-0.206665072697865,"Other",0,0,-0.206665072697865
"368","TMSB4X",0.289580038406091,0,0,0,0,0,0,0,-0.206686221358232,"Other",0,0,-0.206686221358232
"1222","SPAG9",0.288911013759254,0,0,0,0,0,0,0,-0.20670672955833,"Other",0,0,-0.20670672955833
"1176","LMAN2",0.288120569710142,0,0,0,0,0,0,0,-0.206730959734007,"Other",0,0,-0.206730959734007
"992","OAS2",0.286199843684827,0,0,0,0,0,0,0,-0.206789837435819,"Other",0,0,-0.206789837435819
"1230","HPS1",0.284844345646063,0,0,0,0,0,0,0,-0.206831388707723,"Other",0,0,-0.206831388707723
"1344","BAG6",0.282396018773511,0,0,0,0,0,0,0,-0.206906439421692,"Other",0,0,-0.206906439421692
"1267","IRF2",0.281865356731065,0,0,0,0,0,0,0,-0.206922706271355,"Other",0,0,-0.206922706271355
"1345","MED29",0.281274070563881,0,0,0,0,0,0,0,-0.20694083148556,"Other",0,0,-0.20694083148556
"1202","SEC11A",0.28006108378994,0,0,0,0,0,0,0,-0.206978014234497,"Other",0,0,-0.206978014234497
"1270","SOAT1",0.279317601178381,0,0,0,0,0,0,0,-0.207000804859984,"Other",0,0,-0.207000804859984
"1108","ATP5J2",0.279166053649005,0,0,0,0,0,0,0,-0.207005450379505,"Other",0,0,-0.207005450379505
"1106","PDCD6IP",0.279020374621021,0,0,0,0,0,0,0,-0.207009916006698,"Other",0,0,-0.207009916006698
"1264","PAPD4",0.276334698026659,0,0,0,0,0,0,0,-0.207092242410152,"Other",0,0,-0.207092242410152
"1286","SH3GLB1",0.274110147820603,0,0,0,0,0,0,0,-0.207160433501422,"Other",0,0,-0.207160433501422
"1315","TADA3",0.274088924877152,0,0,0,0,0,0,0,-0.207161084066947,"Other",0,0,-0.207161084066947
"1217","H1FX",0.273968043508928,0,0,0,0,0,0,0,-0.207164789549697,"Other",0,0,-0.207164789549697
"460","MT-ATP8",0.273296730201223,0,0,0,0,0,0,0,-0.207185367906126,"Other",0,0,-0.207185367906126
"1239","PDPK1",0.272844270292138,0,0,0,0,0,0,0,-0.207199237557111,"Other",0,0,-0.207199237557111
"740","SRRM2",0.272676211651937,0,0,0,0,0,0,0,-0.207204389206214,"Other",0,0,-0.207204389206214
"1190","UBE2L6",0.271850210455552,0,0,0,0,0,0,0,-0.207229709346356,"Other",0,0,-0.207229709346356
"1291","ACSL3",0.271667954260751,0,0,0,0,0,0,0,-0.20723529620557,"Other",0,0,-0.20723529620557
"1303","RABGAP1",0.271097434551806,0,0,0,0,0,0,0,-0.207252784847291,"Other",0,0,-0.207252784847291
"1268","PSMD1",0.27033515000995,0,0,0,0,0,0,0,-0.20727615182486,"Other",0,0,-0.20727615182486
"593","PTMA",0.266296762705446,0,0,0,0,0,0,0,-0.207399944057786,"Other",0,0,-0.207399944057786
"1228","MYADM",0.265286202486963,0,0,0,0,0,0,0,-0.20743092164773,"Other",0,0,-0.20743092164773
"1276","DYNLT1",0.265060903891082,0,0,0,0,0,0,0,-0.207437827923467,"Other",0,0,-0.207437827923467
"1207","SNX5",0.264881425024235,0,0,0,0,0,0,0,-0.207443329646807,"Other",0,0,-0.207443329646807
"1283","MAT2A",0.264780605894546,0,0,0,0,0,0,0,-0.207446420144138,"Other",0,0,-0.207446420144138
"1227","DBNL",0.262319519782217,0,0,0,0,0,0,0,-0.207521861978291,"Other",0,0,-0.207521861978291
"943","IFI44L",0.260674417345713,0,0,0,0,0,0,0,-0.207572290748156,"Other",0,0,-0.207572290748156
"993","BAZ1A",0.260349296527635,0,0,0,0,0,0,0,-0.207582256962144,"Other",0,0,-0.207582256962144
"1261","SPAG7",0.259978355970499,0,0,0,0,0,0,0,-0.207593627728835,"Other",0,0,-0.207593627728835
"1401","MED4",0.259329662088329,0,0,0,0,0,0,0,-0.207613512712148,"Other",0,0,-0.207613512712148
"1385","DHX29",0.257582412240391,0,0,0,0,0,0,0,-0.207667072696331,"Other",0,0,-0.207667072696331
"648","ATP5E",0.25724605285965,0,0,0,0,0,0,0,-0.207677383415851,"Other",0,0,-0.207677383415851
"1079","TOP1",0.257166275547114,0,0,0,0,0,0,0,-0.20767982889988,"Other",0,0,-0.20767982889988
"1265","DAPP1",0.256475123304058,0,0,0,0,0,0,0,-0.207701015396619,"Other",0,0,-0.207701015396619
"1238","GALNT1",0.256160918798378,0,0,0,0,0,0,0,-0.207710646983295,"Other",0,0,-0.207710646983295
"1269","MKRN1",0.255199455590974,0,0,0,0,0,0,0,-0.207740119559436,"Other",0,0,-0.207740119559436
"1206","FBXL5",0.254911582530803,0,0,0,0,0,0,0,-0.207748943985186,"Other",0,0,-0.207748943985186
"1302","RAB11B",0.254745242438071,0,0,0,0,0,0,0,-0.207754042954144,"Other",0,0,-0.207754042954144
"1295","SSB",0.253727747109181,0,0,0,0,0,0,0,-0.207785233132118,"Other",0,0,-0.207785233132118
"1252","YIPF4",0.253435348874641,0,0,0,0,0,0,0,-0.207794196272012,"Other",0,0,-0.207794196272012
"1371","METAP2",0.253240545137313,0,0,0,0,0,0,0,-0.207800167762067,"Other",0,0,-0.207800167762067
"1262","TMEM70",0.252774893266331,0,0,0,0,0,0,0,-0.207814441797846,"Other",0,0,-0.207814441797846
"1317","CTNNB1",0.252356399858554,0,0,0,0,0,0,0,-0.207827270243834,"Other",0,0,-0.207827270243834
"1164","SEL1L",0.251570932156498,0,0,0,0,0,0,0,-0.207851347875175,"Other",0,0,-0.207851347875175
"1225","RAB14",0.251235761156282,0,0,0,0,0,0,0,-0.207861622166222,"Other",0,0,-0.207861622166222
"1293","PAFAH1B2",0.250869375927434,0,0,0,0,0,0,0,-0.207872853294435,"Other",0,0,-0.207872853294435
"1347","SNRPF",0.250754195400103,0,0,0,0,0,0,0,-0.207876384024301,"Other",0,0,-0.207876384024301
"1391","PSMC2",0.250503957342121,0,0,0,0,0,0,0,-0.207884054791275,"Other",0,0,-0.207884054791275
"1266","COPE",0.249657662357727,0,0,0,0,0,0,0,-0.207909997014725,"Other",0,0,-0.207909997014725
"1224","C1orf43",0.249384225441482,0,0,0,0,0,0,0,-0.207918378916676,"Other",0,0,-0.207918378916676
"1278","ARRDC3",0.248857894262559,0,0,0,0,0,0,0,-0.207934513008576,"Other",0,0,-0.207934513008576
"1299","GIT2",0.24878336723973,0,0,0,0,0,0,0,-0.207936797550863,"Other",0,0,-0.207936797550863
"1250","USP4",0.248001754375518,0,0,0,0,0,0,0,-0.207960757016473,"Other",0,0,-0.207960757016473
"1312","EIF4G1",0.247988529630151,0,0,0,0,0,0,0,-0.207961162406208,"Other",0,0,-0.207961162406208
"763","PTP4A2",0.247840531525773,0,0,0,0,0,0,0,-0.207965699122087,"Other",0,0,-0.207965699122087
"1245","ATP5O",0.246139520072035,0,0,0,0,0,0,0,-0.208017841720163,"Other",0,0,-0.208017841720163
"1257","LYSMD2",0.245975669649918,0,0,0,0,0,0,0,-0.20802286437106,"Other",0,0,-0.20802286437106
"1298","ANP32A",0.244657837497535,0,0,0,0,0,0,0,-0.208063261037468,"Other",0,0,-0.208063261037468
"1336","PPM1G",0.244531591525291,0,0,0,0,0,0,0,-0.208067130966136,"Other",0,0,-0.208067130966136
"1143","ATP5B",0.24421629726412,0,0,0,0,0,0,0,-0.208076795958044,"Other",0,0,-0.208076795958044
"1032","CD81",0.244154130045937,0,0,0,0,0,0,0,-0.208078701624384,"Other",0,0,-0.208078701624384
"1363","IDH3G",0.242960992849782,0,0,0,0,0,0,0,-0.20811527590678,"Other",0,0,-0.20811527590678
"1351","ZNHIT1",0.2426982618561,0,0,0,0,0,0,0,-0.208123329630684,"Other",0,0,-0.208123329630684
"1107","CHD9",0.242543084469066,0,0,0,0,0,0,0,-0.208128086419419,"Other",0,0,-0.208128086419419
"1199","CTC-425F1.4",0.241751104724142,0,0,0,0,0,0,0,-0.208152363670129,"Other",0,0,-0.208152363670129
"1331","ETFA",0.241510241394635,0,0,0,0,0,0,0,-0.208159747065317,"Other",0,0,-0.208159747065317
"1396","B4GALT5",0.241035635290938,0,0,0,0,0,0,0,-0.208174295583056,"Other",0,0,-0.208174295583056
"1035","C6orf62",0.239373083574302,0,0,0,0,0,0,0,-0.208225259241031,"Other",0,0,-0.208225259241031
"1388","SPINT2",0.23885880705187,0,0,0,0,0,0,0,-0.208241023810958,"Other",0,0,-0.208241023810958
"1198","PICALM",0.238104685460418,0,0,0,0,0,0,0,-0.208264140562439,"Other",0,0,-0.208264140562439
"1340","UBE2E1",0.238075603547884,0,0,0,0,0,0,0,-0.208265032035847,"Other",0,0,-0.208265032035847
"1301","CWC15",0.237288092720517,0,0,0,0,0,0,0,-0.208289172296902,"Other",0,0,-0.208289172296902
"1016","MOB1A",0.237211116550803,0,0,0,0,0,0,0,-0.20829153191504,"Other",0,0,-0.20829153191504
"1349","GDI1",0.236949895789122,0,0,0,0,0,0,0,-0.208299539344476,"Other",0,0,-0.208299539344476
"1277","JARID2",0.236756425699582,0,0,0,0,0,0,0,-0.208305469953053,"Other",0,0,-0.208305469953053
"1348","ZNF609",0.236682993088741,0,0,0,0,0,0,0,-0.208307720947369,"Other",0,0,-0.208307720947369
"1044","KMT2C",0.236190299315213,0,0,0,0,0,0,0,-0.208322823922337,"Other",0,0,-0.208322823922337
"1232","RAD23A",0.235471535037339,0,0,0,0,0,0,0,-0.208344856835032,"Other",0,0,-0.208344856835032
"1314","TRIM44",0.233088808816148,0,0,0,0,0,0,0,-0.208417896634618,"Other",0,0,-0.208417896634618
"1253","UQCRB",0.232648666638688,0,0,0,0,0,0,0,-0.208431388699357,"Other",0,0,-0.208431388699357
"1285","AP3B1",0.232487732021298,0,0,0,0,0,0,0,-0.208436321969531,"Other",0,0,-0.208436321969531
"1098","EIF5B",0.232417016451147,0,0,0,0,0,0,0,-0.208438489676012,"Other",0,0,-0.208438489676012
"1244","WIPF2",0.229359551106181,0,0,0,0,0,0,0,-0.208532212846577,"Other",0,0,-0.208532212846577
"1102","PTBP3",0.229351023344409,0,0,0,0,0,0,0,-0.208532474255548,"Other",0,0,-0.208532474255548
"1377","RDX",0.229100459613911,0,0,0,0,0,0,0,-0.208540155005647,"Other",0,0,-0.208540155005647
"1355","C2CD5",0.227667789805595,0,0,0,0,0,0,0,-0.208584071891583,"Other",0,0,-0.208584071891583
"1289","APPL1",0.227490743594937,0,0,0,0,0,0,0,-0.208589499044577,"Other",0,0,-0.208589499044577
"1300","TM9SF2",0.226881055085915,0,0,0,0,0,0,0,-0.208608188361928,"Other",0,0,-0.208608188361928
"1260","PIK3R5",0.22609679710669,0,0,0,0,0,0,0,-0.208632228910572,"Other",0,0,-0.208632228910572
"1251","KDELR2",0.225677710514971,0,0,0,0,0,0,0,-0.208645075539948,"Other",0,0,-0.208645075539948
"1379","ACTR1A",0.22476445435758,0,0,0,0,0,0,0,-0.208673070383046,"Other",0,0,-0.208673070383046
"1249","VAPA",0.224389846356474,0,0,0,0,0,0,0,-0.208684553571119,"Other",0,0,-0.208684553571119
"694","MT-ND4L",0.223344770304257,0,0,0,0,0,0,0,-0.208716589205229,"Other",0,0,-0.208716589205229
"989","RBM3",0.223099033164353,0,0,0,0,0,0,0,-0.208724122001607,"Other",0,0,-0.208724122001607
"936","SP110",0.221263096859475,0,0,0,0,0,0,0,-0.208780400569648,"Other",0,0,-0.208780400569648
"1061","LCP2",0.21932621450786,0,0,0,0,0,0,0,-0.208839773525519,"Other",0,0,-0.208839773525519
"1352","BLOC1S6",0.219179567339297,0,0,0,0,0,0,0,-0.208844268829976,"Other",0,0,-0.208844268829976
"934","CD37",0.215299881212835,0,0,0,0,0,0,0,-0.208963196256306,"Other",0,0,-0.208963196256306
"1166","TAX1BP1",0.212599570951817,0,0,0,0,0,0,0,-0.209045971238396,"Other",0,0,-0.209045971238396
"1362","GLRX",0.212127443124822,0,0,0,0,0,0,0,-0.209060443787343,"Other",0,0,-0.209060443787343
"1325","SNX1",0.211111108987299,0,0,0,0,0,0,0,-0.209091598370298,"Other",0,0,-0.209091598370298
"1070","MX1",0.210912195472838,0,0,0,0,0,0,0,-0.209097695840961,"Other",0,0,-0.209097695840961
"1329","HADHB",0.21057325232801,0,0,0,0,0,0,0,-0.20910808576287,"Other",0,0,-0.20910808576287
"818","TXNIP",0.209357702147002,0,0,0,0,0,0,0,-0.209145347090176,"Other",0,0,-0.209145347090176
"1384","MAP2K2",0.209189292031366,0,0,0,0,0,0,0,-0.209150509513364,"Other",0,0,-0.209150509513364
"1208","GIMAP1",0.208770578641567,0,0,0,0,0,0,0,-0.209163344702654,"Other",0,0,-0.209163344702654
"1413","R3HDM2",0.207803544538872,0,0,0,0,0,0,0,-0.209192988048341,"Other",0,0,-0.209192988048341
"1120","ANP32B",0.207782725593338,0,0,0,0,0,0,0,-0.209193626229764,"Other",0,0,-0.209193626229764
"1304","CAMK1D",0.207094974727205,0,0,0,0,0,0,0,-0.209214708461109,"Other",0,0,-0.209214708461109
"1442","KIAA2013",0.206319178935013,0,0,0,0,0,0,0,-0.209238489610902,"Other",0,0,-0.209238489610902
"1318","KIDINS220",0.205692878041128,0,0,0,0,0,0,0,-0.209257688162277,"Other",0,0,-0.209257688162277
"1418","ST8SIA4",0.205674960485599,0,0,0,0,0,0,0,-0.209258237404844,"Other",0,0,-0.209258237404844
"1428","UBXN1",0.205453208425147,0,0,0,0,0,0,0,-0.209265034965516,"Other",0,0,-0.209265034965516
"1451","NDUFB1",0.204377668784646,0,0,0,0,0,0,0,-0.209298004426753,"Other",0,0,-0.209298004426753
"1125","TRA2B",0.203701841044752,0,0,0,0,0,0,0,-0.209318721168038,"Other",0,0,-0.209318721168038
"1281","ERICH1",0.203534993210661,0,0,0,0,0,0,0,-0.209323835701237,"Other",0,0,-0.209323835701237
"1127","FLNA",0.200924695849388,0,0,0,0,0,0,0,-0.209403851438854,"Other",0,0,-0.209403851438854
"1337","ING3",0.200842880642433,0,0,0,0,0,0,0,-0.209406359392251,"Other",0,0,-0.209406359392251
"1234","ANXA1",0.200705247833182,0,0,0,0,0,0,0,-0.209410578371634,"Other",0,0,-0.209410578371634
"1323","SMAD2",0.20031364949643,0,0,0,0,0,0,0,-0.209422582379388,"Other",0,0,-0.209422582379388
"1294","LRMP",0.2003018555782,0,0,0,0,0,0,0,-0.209422943908722,"Other",0,0,-0.209422943908722
"1357","SFT2D1",0.199959490256183,0,0,0,0,0,0,0,-0.209433438733635,"Other",0,0,-0.209433438733635
"1438","PIK3CG",0.199549964210701,0,0,0,0,0,0,0,-0.20944599229519,"Other",0,0,-0.20944599229519
